0.0951138522 -0.0569915866 -0.3042325081 -0.3671699985 -0.2150339986 -0.1383688695 -0.2492144549 -0.0792669171 -0.2384935509 -0.2851957671 -0.4273402600 -0.5482633460 -0.6178420715 -0.5415416523 -0.5705258770 -0.7140191693 -0.6880184042 -0.7571321860 -0.7134818045 -0.6861075671 -0.7606333572 -0.6766206876 -0.5831840290 -0.7141487781 -0.7060135858 -0.5742912728 -0.7236380029 -0.7854976679 -0.9780862919 -1.1121178263 -1.1219820453 -1.0509373217 -0.9996965502 -0.9561417345 -1.0594807829 -1.0913449316 -1.0669538541 -1.0888936391 -1.0682637210 -1.1472776858 -1.1790292572 -1.1598189353 -1.1360533560 -1.0092463300 -1.0778269500 -0.9752759278 -0.9517467080 -0.8066336865 -0.8903216682 -0.8646555066 -0.8965971662 -0.8547180919 -0.6151654253 -0.4290182432 -0.3864667269 -0.4248160899 -0.4819230374 -0.3550149436 -0.1073653261 -0.2898640600 -0.1564493397 -0.1438431946 -0.1290428189 -0.0211363769 0.0416193399 -0.2111299846 -0.2814093362 -0.2435930111 0.0280274426 -0.0080771490 0.0411026930 0.0737135626 0.1578702715 0.1879512011 0.1646579202 0.1324046467 -0.0643335256 -0.1030861420 0.0268267411 -0.1573068770 -0.0994748644 0.0586751727 0.2226535005 0.2104241273 0.1218267877 0.0377296430 0.1743331169 0.2965705259 0.3204002521 0.2793605672 0.4285934115 0.5204110883 0.4834202486 0.6332813760 0.5072290184 0.6151270416 0.6270804444 0.6214936546 0.5537027748 0.7328085203
0.0542141688 -0.0567526022 -0.2805788613 -0.2326569470 -0.1607441958 0.0334424949 -0.1137775136 -0.0365479212 -0.0292003945 -0.0415359473 -0.0969418265 -0.0857801812 0.0333226062 0.0553133458 -0.0862093145 -0.1469127959 0.0125841877 -0.0006249667 -0.0179221350 0.1108862408 0.2112675552 0.1756599141 0.2726008649 0.3293717642 0.2612942162 0.3668343720 0.1200721246 0.2087213812 -0.0166233779 0.1227238608 0.2164823309 0.2398449696 0.3515845357 0.0985821133 -0.1077184850 0.1062467371 0.1529516254 0.2358101870 0.3645752378 0.2266990726 0.0958203718 0.2861595799 0.4852128987 0.6859487449 0.5776335906 0.5179166775 0.5162613015 0.4695818251 0.4210170381 0.5393811683 0.6869626467 0.4883797007 0.5747833709 0.6924112251 0.6956120642 0.6160912108 0.5642468901 0.5980124978 0.6191375089 0.7716304363 0.9926272645 1.0597507124 0.9968541580 0.9789115026 1.0442551336 0.9106827664 0.9151729426 0.9720456272 1.0728880786 1.2380625283 1.2612943221 1.2412222143 1.2327501770 1.3342128917 1.3686591897 1.3552532812 1.2533438203 1.1098422955 1.1666431343 1.2165038724 1.2014868794 1.3298955376 1.4030555185 1.3690862899 1.2877810882 1.4778439586 1.5460070034 1.4016682185 1.4621474748 1.4891650351 1.4783109318 1.7551774158 1.7655247650 1.8054144330 1.8405608789 2.1470999863 2.1958189443 2.3635453654 2.4518681217 2.7171941259
-0.1211945581 -0.1820373155 -0.2820798640 -0.2764302360 -0.3202172039 -0.1339619216 -0.2258809951 -0.0578564811 0.0309929666 -0.0423248630 -0.1727737440 -0.2010444694 -0.2543134630 -0.2745380443 -0.3289489594 -0.3314507376 -0.2468313360 -0.1087839389 0.0863403894 0.2337044197 0.2496728732 0.2780374423 0.3122149984 0.4310096218 0.5309476185 0.5426613249 0.3928826215 0.3619920382 0.1317088239 0.0541072526 -0.0924702826 -0.1212400015 -0.0450290370 -0.2280377842 -0.2608485949 0.0327383401 0.0821768403 0.1655969019 0.2668158347 0.1926503905 0.0918655452 0.2854103002 0.2498078075 0.5021622183 0.6432605199 0.6186770131 0.6711667073 0.7145595527 0.6221744664 0.6290019708 0.6495558614 0.6228417969 0.7162821166 0.9274200609 1.0387424003 1.0853642349 1.1412409459 1.3432069296 1.4321419332 1.3985797597 1.5313901385 1.6434984066 1.7244976694 1.7366867671 1.6940045149 1.6020044004 1.7590771307 1.8644554266 1.9000126874 2.0148587793 2.0515226675 2.2133617382 2.2981557959 2.4314941749 2.5001824251 2.4900898311 2.5646003006 2.5380405334 2.7920881566 2.8421981425 2.7565931804 2.8879116449 2.8047548436 2.6217477960 2.7232286118 3.0479849857 3.1209308593 3.0126621550 2.9658302097 2.8326748020 2.8319963045 3.0034856494 3.1583490525 3.1834211628 3.2905579170 3.5166576974 3.4401953129 3.4902823077 3.6356734947 3.8780123454
-0.0361055532 -0.0575352813 -0.1614317973 -0.0816332415 -0.0522803584 -0.0436285540 0.0298787451 0.1772506224 0.1095648731 0.1038772615 0.1302972277 0.1030162072 0.0808104855 0.0076423092 -0.1655506251 -0.0558520770 -0.0812165607 -0.0522626665 -0.0689337641 0.0223684767 0.0678853416 -0.1482766758 -0.1299628005 -0.0899670926 0.2083450210 0.0953044999 0.0054950242 -0.0002226086 0.0209239234 0.0414740393 0.2281655152 0.0502605915 0.1815032617 0.0696201737 0.1220671425 0.2751951828 0.4695714639 0.3467007598 0.4186092999 0.4710912663 0.4674294033 0.4456196177 0.3220497690 0.5404880631 0.6325234626 0.6337532970 0.6546470449 0.7090761134 0.6446125099 0.7837398182 0.8707391490 1.0620251289 1.1601828336 1.2556529339 1.2651405889 1.2295576536 1.1802001088 1.2682907533 1.3939696836 1.3803697058 1.3311668702 1.4337245418 1.5672636046 1.5507871601 1.5166175040 1.4548449039 1.6729323325 1.7000520049 1.8269172842 1.9948445705 2.1272096482 2.3472468825 2.2912594408 2.4555240283 2.5225827321 2.5488710885 2.6017372426 2.5109398745 2.5936023907 2.6382368748 2.6634290803 2.7611367083 2.5928707274 2.5396794110 2.5941491816 2.7711253105 2.7414916727 2.7375626731 2.6043939118 2.4987871787 2.6159302833 2.6794657968 2.8491500143 2.9467516499 3.0150482129 3.1586221885 3.0945748533 2.9608286851 3.0582305356 3.1048515739
0.1892380283 0.0630580347 0.1319955252 0.1813254906 0.3061338522 0.3972205918 0.4361696620 0.5360266922 0.4022018917 0.4361233769 0.5569233690 0.5475633415 0.4415331383 0.4371698269 0.4114384748 0.4767134022 0.3772863370 0.5436669640 0.2549037781 0.3142124355 0.2292304328 0.0249050600 0.0117583115 -0.0334184479 0.0559910908 -0.0314011927 -0.0835276189 -0.0408233974 0.0041008052 -0.1134691415 -0.1035827691 -0.1930538303 -0.2775198014 -0.3110460210 -0.3290965860 -0.2602069641 -0.0560344978 -0.2026411799 -0.2468272912 -0.2280370939 -0.0101037203 -0.1439437494 -0.2361527731 0.0081823219 -0.0315103664 0.0530940319 0.1091328712 0.3175442402 0.1522913439 0.1926882097 0.1303085745 0.2302859552 0.3442053137 0.2365610188 0.2242712946 0.3024039041 0.2647677157 0.4261834203 0.4749948136 0.6142455538 0.4622899241 0.6667323041 0.7968497167 0.8192277745 0.6398607622 0.6566822456 0.7686939569 0.7990680264 0.8607073745 1.0162744701 1.0515604197 1.0463390054 1.1988635095 1.3588180551 1.4522429995 1.5870082772 1.6953090754 1.7035247109 1.6658926400 1.6425713246 1.5981525449 1.6582701609 1.5636721757 1.4964191083 1.5956996417 1.6574775479 1.8237024379 1.7775776417 1.8024027185 1.7598252752 1.9568422689 1.7232160254 1.8105100023 2.0176362394 2.1623628687 2.2418637259 2.2615190495 2.1793268898 2.4152094352 2.2545989294
-0.0222276272 -0.0415418394 -0.1141452083 -0.0540709912 -0.0687219057 -0.0727009586 -0.1502216227 -0.2550610814 -0.3028465593 -0.2057847330 -0.0922330676 -0.1456380283 -0.2508108875 -0.2890006247 -0.3493698983 -0.4655129329 -0.7167337423 -0.7585957727 -0.7984411140 -0.8820239427 -0.8336652808 -0.8420133060 -0.8978825385 -0.7044542049 -0.7919962925 -0.7891104927 -0.8992489990 -0.8116234516 -0.7199970103 -0.7984863244 -0.8723343577 -0.8781366959 -0.8260548809 -0.9272712936 -1.1040005820 -1.0822962369 -0.9393985606 -0.9676217004 -0.9120452802 -0.8604940521 -0.8362827508 -0.8668920749 -0.9263028268 -0.9082013571 -0.9432820549 -0.9100464742 -1.0262011898 -0.8475859894 -0.8531234612 -0.9633708153 -0.8886380397 -0.9382892890 -0.8620311602 -0.9313301225 -0.8434717628 -0.9379474441 -0.9845522993 -0.8914026645 -0.8150396905 -0.8109663361 -1.0613868012 -1.0399048932 -0.7383703661 -0.6834239247 -0.9739369234 -1.0013121464 -0.9295522645 -1.1025262167 -1.1692911426 -1.0511523301 -1.0941299248 -1.1615821601 -0.9445468006 -0.9099569193 -0.8468271128 -1.0168284015 -1.0257084756 -0.9166368808 -0.8872526166 -0.8726127405 -0.9578732438 -1.0191149875 -1.1354318977 -1.1565964108 -1.0479173910 -1.0371256212 -0.9994294032 -1.0372162883 -0.9010930367 -0.8088351817 -0.5493992472 -0.6338586102 -0.7902876038 -0.8024782691 -0.5684763768 -0.4209304177 -0.5019259417 -0.6371374024 -0.5371470974 -0.7736951326
-0.1090790005 -0.2488941238 -0.4376370114 -0.4377890975 -0.4414590144 -0.5269068359 -0.4429102928 -0.4222988036 -0.5669123937 -0.4063138636 -0.4019077896 -0.5100702673 -0.5068142141 -0.4568440898 -0.5161990137 -0.5103383498 -0.6620609643 -0.5974075979 -0.5301175999 -0.5587347612 -0.6588315558 -0.6161261509 -0.7088666985 -0.5932905772 -0.4813864343 -0.4971414267 -0.4888039789 -0.3923198120 -0.3496521468 -0.3101040562 -0.2334620370 -0.1317634627 -0.0710523050 -0.1434538381 -0.0780310322 0.1571624452 0.2772718742 0.3796329665 0.5099684077 0.5947608122 0.5547952707 0.5007024267 0.4322577288 0.4263525104 0.3017014378 0.2688627341 0.1300014431 0.1792577960 0.1744557537 0.0540088882 -0.0027974183 -0.0481237334 0.0369338701 -0.0301730452 0.0861643552 0.0883703816 -0.0165221201 0.0364281893 0.1507064784 0.3219527504 0.1067473052 0.2613352092 0.1605865759 0.2909432291 0.1024182834 0.0297952719 0.1406482970 0.2590159119 0.1431118669 0.2882990507 0.1170558205 0.0704117740 0.2318443338 0.2649211894 0.2634130420 0.1113218470 0.1341443269 0.1037606652 0.0373434887 0.2861268935 0.3024408879 0.2829233092 0.1396892547 0.0955425708 0.2179517449 0.1495476153 0.0747329640 0.0789093525 0.3224822701 0.5206553556 0.6532691236 0.5792603803 0.4634393182 0.5235061975 0.6908542184 0.8366119607 0.8011092694 0.6837138071 0.7055326694 0.7054594247
0.0335958056 -0.2443896347 -0.3340662859 -0.3261790106 -0.4334230043 -0.3727752542 -0.4033624736 -0.3553801356 -0.3283133004 -0.3610630311 -0.2901619620 -0.4905533612 -0.3968387922 -0.5633491887 -0.5092981037 -0.7053432388 -0.7205646494 -0.7435976496 -0.6864432085 -0.4926620832 -0.5374127577 -0.6977015137 -0.8067691458 -0.7840329620 -0.7957615308 -0.7876588708 -0.7708116069 -0.7991145835 -0.7748182369 -0.8917685900 -0.7944272545 -0.8879001432 -0.7912382027 -0.8560267834 -0.7880982934 -0.5560207910 -0.2608047480 -0.1947894106 -0.0952725680 0.0368023393 -0.0365272159 -0.1006433838 -0.0936240405 -0.0977258945 -0.0470386822 -0.0157090015 -0.0824401361 0.0217067725 -0.0686656570 -0.0591012819 -0.1057656415 -0.0032559263 0.0328434778 -0.1536392354 -0.0792811883 0.0905658135 -0.0000871721 0.0456818860 0.1979563480 0.4157340650 0.4210082374 0.4619458857 0.5606601074 0.6115426289 0.5569617532 0.5273279708 0.5404780456 0.6017465351 0.7014028418 0.8137120073 0.5851256586 0.6843748500 0.8757660462 0.8674433350 0.8700450151 0.8684121961 0.9742147640 0.9327025485 0.7817413363 0.9559686563 0.9734975047 0.9674508835 0.8048875649 0.8133430631 1.0040793909 0.8896621625 0.8342446734 0.8940817269 1.2262152460 1.1534840921 1.3121599196 1.2012718772 1.2038487190 1.2795163993 1.3863783437 1.5279360622 1.5327115974 1.2781044752 1.1998041072 1.2926443912
0.1197808595 -0.1065883140 -0.0369234065 -0.0075705822 -0.0982066045 -0.0999143973 -0.2947010914 -0.2736303235 -0.3926587565 -0.4334280241 -0.3708171264 -0.6234453736 -0.5534956474 -0.6013584654 -0.5522841702 -0.6011862964 -0.6981871008 -0.7238489956 -0.6576272486 -0.9011593827 -1.0411495113 -1.0884125684 -1.2039674594 -1.2033017534 -1.2054128037 -1.1806695494 -1.2655106813 -1.3546875811 -1.4527947848 -1.5161612194 -1.5532491074 -1.5489452475 -1.5820501999 -1.3834289537 -1.2495826554 -1.0712721714 -0.8746022214 -0.8056203701 -0.6605754561 -0.5810261331 -0.7107770281 -0.7578612830 -0.7166948588 -0.7199873786 -0.5978426340 -0.5617557982 -0.6634990283 -0.4764029771 -0.7323784210 -0.8167753468 -0.9197999971 -1.0233631325 -1.0490167189 -1.0627490003 -0.9417568664 -0.8232904484 -0.8135963043 -0.7433976183 -0.5112331826 -0.3999607705 -0.4088456484 -0.2140061384 -0.0682387547 0.2432925452 0.1816208723 0.1754231232 0.2509392540 0.3326768058 0.4076151344 0.4506647278 0.3527782729 0.4188169899 0.4802797817 0.6346694164 0.8000118296 0.9257292093 0.8879347500 0.8723550494 0.7380738399 0.9562824768 0.8943561112 0.8614250055 0.9170191894 0.8010968884 0.9582148278 0.7836613146 0.6603042617 0.6555423306 0.9834258426 0.9048766016 1.0420062990 1.0211640890 1.0734938743 1.0778655189 1.1206598285 1.2334801814 1.2192114370 1.2298326482 1.1930621792 1.2138204081
0.0190519316 -0.0231198817 0.0769472933 -0.1096248053 -0.1580896897 -0.0914537294 -0.1286097885 -0.1038296154 0.0269342146 0.1692410506 0.2624629884 0.0536927404 0.0379992779 -0.0047912211 0.0890634733 0.0708217111 0.1236900539 0.0536729505 0.0801728065 -0.1297512623 -0.2381598443 -0.4100529652 -0.5584395741 -0.5897125650 -0.4999077180 -0.4747762737 -0.5448298523 -0.7224035057 -0.7666166432 -0.7254399856 -0.6534224079 -0.6237471987 -0.5816731453 -0.4700364609 -0.3956394752 -0.3468294351 -0.4063800195 -0.3314343358 -0.0294182988 0.0655899030 0.1499419025 0.0835012781 0.2303157226 0.3065282368 0.3703043140 0.3959079025 0.3764810504 0.4469677527 0.3505214003 0.2760649136 0.2276444939 0.1317858266 0.1666524092 0.3380028575 0.4192947980 0.2868412903 0.2776890754 0.4086061596 0.5268461184 0.5922904199 0.5247579761 0.6723189208 0.5770531082 0.6002115315 0.6272907738 0.6799399729 0.7397277170 0.9063078317 1.0115705486 0.9149206085 0.9358091485 0.9555067416 1.1532885305 1.1724648425 1.2215173123 1.4898813693 1.5861012264 1.6486394263 1.5506734663 1.6720127377 1.7124757773 1.5665449267 1.4883361794 1.3345641842 1.4551814224 1.4210571943 1.1937286940 1.2516329391 1.2969520996 1.2000008741 1.3505969923 1.3773554868 1.1989882599 1.1433701363 1.2385797572 1.2484514381 1.2638138475 1.4155419810 1.3133384354 1.4172458458
